#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B27282
#Date Time: 2022-12-20 13:01:33.235
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 50 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -7.95 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00164875,0.076902908542462,7.05091628716046
-0.0016475,0.0758995679677579,7.069152420628542
-0.00164625,0.07556512110952321,7.069152420628542
-0.001645,0.07456178053481959,7.072799647322156
-0.00164375,0.07489622739305382,7.091035780790239
-0.001642499999999999,0.07355843996011459,7.094683007483862
-0.00164125,0.07255509938541095,7.109271914258322
-0.00164,0.07389288681834913,7.105624687564709
-0.00163875,0.07255509938541095,7.112919140951938
-0.0016375,0.07288954624364564,7.112919140951938
-0.00163625,0.07121731195247218,7.127508047726404
-0.001635,0.06987952451953339,7.138449727807253
-0.00163375,0.0692106308030643,7.142096954500868
-0.0016325,0.06854173708659461,7.163980314662568
-0.001631249999999999,0.06787284337012506,7.163980314662574
-0.00163,0.06753839651189052,7.174921994743417
-0.00162875,0.069210630803064,7.178569221437034
-0.0016275,0.06686950279542113,7.189510901517883
-0.00162625,0.06686950279542113,7.204099808292349
-0.001625,0.06720394965365567,7.207747034985963
-0.00162375,0.06519726850424765,7.215041488373197
-0.0016225,0.06586616222071674,7.222335941760427
-0.00162125,0.06419392792954356,7.225983168454047
-0.001619999999999999,0.0645283747877775,7.236924848534906
-0.00161875,0.06285614049660479,7.258808208696594
-0.0016175,0.06385948107130887,7.251513755309362
-0.00161625,0.06252169363837008,7.266102662083828
-0.001615,0.06084945934719661,7.28433879555191
-0.00161375,0.06018056563072753,7.291633248939139
-0.0016125,0.05984611877249253,7.287986022245525
-0.001611249999999999,0.05951167191425798,7.302574929019995
-0.00161,0.05984611877249253,7.309869382407224
-0.00160875,0.05984611877249192,7.313516609100846
-0.0016075,0.05850833133955374,7.32445828918169
-0.00160625,0.05717054390661497,7.339047195956155
-0.001605,0.05583275647367618,7.349988876037004
-0.00160375,0.05683609704838026,7.353636102730621
-0.0016025,0.05516386275720755,7.364577782811465
-0.00160125,0.0548294158989721,7.37551946289232
-0.001599999999999999,0.05416052218250239,7.386461142973171
-0.00159875,0.05349162846603331,7.390108369666786
-0.0015975,0.05181939417485999,7.408344503134871
-0.00159625,0.05215384103309453,7.4156389565221
-0.001595,0.05215384103309453,7.419286183215717
-0.00159375,0.05014715988368636,7.426580636602949
-0.0015925,0.05014715988368636,7.441169543377415
-0.00159125,0.04981271302545182,7.4375223166838
-0.00159,0.04847492559251287,7.46670013023273
-0.001588749999999999,0.04814047873427818,7.473994583619961
-0.0015875,0.04814047873427818,7.470347356926347
-0.00158625,0.04780603187604349,7.495877943781661
-0.001585,0.04513045701016592,7.503172397168894
-0.00158375,0.04479601015193123,7.525055757330592
-0.0015825,0.04379266957722761,7.528702984024207
-0.00158125,0.04446156329369653,7.535997437411441
-0.00158,0.04312377586075836,7.539644664105056
-0.00157875,0.04312377586075775,7.543291890798675
-0.001577499999999999,0.04212043528605351,7.550586344185919
-0.00157625,0.04178598842781897,7.576116931041222
-0.001575,0.04111709471134958,7.568822477653989
-0.00157375,0.03877596670370671,7.579764157734838
-0.0015725,0.03977930727841079,7.59800029120292
-0.00157125,0.03977930727841079,7.61258919797738
-0.00157,0.03743817927076792,7.623530878058236
-0.00156875,0.03676928555429884,7.630825331445465
-0.0015675,0.03610039183782915,7.630825331445468
-0.00156625,0.03543149812135975,7.660003144994397
-0.001565,0.03543149812135975,7.656355918300783
-0.00156375,0.03476260440489036,7.667297598381633
-0.0015625,0.03342481697195158,7.667297598381633
-0.00156125,0.0317525826807781,7.692828185236947
-0.00156,0.03275592325548173,7.703769865317791
-0.00155875,0.03242147639724749,7.711064318705029
-0.001557499999999999,0.03074924210607371,7.714711545398655
-0.00155625,0.03008034838960463,7.736594905560344
-0.001555,0.02840811409843069,7.7475365856412
